trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
16.054058            -4.530923            1        2.13186             
12.335675            5.517377             1        1.623702            
3.388969             -15.856938           1        0.761619            
14.887056            -10.151235           1        2.036193            
8.144366             -15.280893           1        1.671417            
1.749897             -0.444939            1        1.585639            
18.436331            -18.165321           1        1.275009            
-19.617738           -2.863193            1        1.149336            
-9.224341            -0.204056            1        1.414767            
8.845202             -0.36451             1        1.854761            
-14.841338           8.307512             1        1.040154            
5.172141             -13.923824           1        0.776009            
-18.662159           -10.514801           1        43.680714           
10.454327            8.407741             1        0.723399            
6.87939              -3.428428            1        1.077469            
-3.972814            14.224274            1        2.150618            
-7.462902            2.882568             1        0.336135            
15.260272            -18.431914           1        0.554681            
2.795182             -19.482172           1        38.697578           
-8.535629            -9.854869            1        1.779192            
14.900284            5.73702              1        1.694081            
-18.031139           -17.026594           1        1.528809            
0.647847             11.472286            1        0.439546            
8.417504             -4.096712            1        1.964494            
0.311363             7.539301             1        0.408093            
-13.237132           -0.452879            1        31.848682           
-0.961183            1.736645             1        2.110112            
3.369476             6.329037             1        0.201783            
-11.485561           -18.005656           1        0.96736             
-15.776087           -3.762709            1        1.718135            
-7.809259            -0.109351            1        2.191319            
-18.903566           -2.769294            1        1.990608            
-3.486857            -3.167471            1        0.71777             
-11.360778           1.651467             1        2.044127            
-19.814533           -7.278449            1        18.82321            
-7.006728            15.902855            1        2.033844            
-8.163169            -14.622082           1        0.608198            
-7.243116            -6.824               1        1.352176            
-19.601481           -8.419235            1        0.553825            
-12.430256           18.109019            1        2.097241            
-5.236107            -19.282931           1        0.604964            
14.865654            -13.211014           1        15.126253           
19.489043            -13.410387           1        1.964383            
-11.048922           -13.476436           1        1.738127            
-6.951878            -16.134044           1        0.268705            
-11.066643           -17.772204           1        59.287142           
-19.850717           11.314064            1        56.670081           
11.576077            3.958028             1        1.302444            
-16.70365            -0.798093            1        0.514408            
12.770364            10.177764            1        1.228754            
-7.042767            18.640766            1        0.313183            
11.170397            4.979302             1        2.037613            
-1.396777            4.552778             1        1.138489            
19.121281            -4.300322            1        2.772538            
-5.75482             -13.417066           1        0.212463            
-17.830986           5.982392             1        0.586404            
2.952481             -3.483761            1        0.612003            
-3.106047            -13.615275           1        1.996351            
-1.45521             -13.799838           1        0.892573            
14.315297            13.964694            1        4.504732            
17.128242            1.229266             1        50.25922            
-1.653661            6.816213             1        2.091477            
15.035341            -5.665917            1        1.774764            
-13.428856           13.68675             1        1.708803            
8.114896             -9.236918            1        1.197013            
4.849524             -12.176079           1        1.975888            
5.308472             16.515248            1        1.258106            
4.027774             -0.576841            1        0.931359            
-7.52147             7.641105             1        1.652945            
-10.18596            3.948795             1        1.042048            
-17.383064           16.735119            1        12.034424           
2.482482             -5.310706            1        1.117612            
-2.582146            -4.203451            1        1.509877            
14.176659            2.814369             1        1.579888            
-8.430309            -8.798946            1        0.333681            
-10.015613           17.564963            1        2.233106            
-8.985926            -14.383748           1        31.690342           
10.832469            -7.115687            1        12.77856            
1.004483             16.64456             1        0.555534            
2.760675             -12.539118           1        1.062882            
-4.790004            -19.636231           1        0.695207            
8.268468             12.201512            1        2.177472            
-8.954381            -14.324841           1        0.520381            
18.146456            8.052624             1        0.41354             
-0.077265            15.07796             1        13.277611           
17.831576            -16.451045           1        1.836862            
-14.111343           11.303433            1        1.817787            
-11.193288           12.619262            1        48.99353            
-3.533952            11.917986            1        1.218328            
-0.745209            -1.975898            1        24.464774           
-16.115101           0.101265             1        1.091454            
-8.558492            -16.841089           1        1.295952            
-4.910786            -18.199768           1        0.431805            
4.805374             12.147907            1        0.237342            
12.106895            -6.048054            1        1.87183             
9.980869             1.673837             1        1.179477            
-6.682775            -8.447558            1        2.155812            
11.388419            -14.535404           1        30.858724           
18.445003            -11.691456           1        51.515504           
5.969724             -10.287527           1        1.40826             
6.79084              7.447567             1        0.803252            
-1.770818            -12.90831            1        1.821828            
12.753078            -2.024016            1        0.799459            
14.397946            6.160049             1        2.074675            
13.026845            -5.232728            1        1.110027            
-14.7726             -18.923489           1        16.136594           
9.435559             14.518228            1        32.857765           
11.196579            11.764407            1        1.278057            
18.888009            -4.899529            1        1.82619             
9.079415             9.627196             1        1.064622            
-10.741689           -13.329364           1        0.841867            
18.63483             -3.558139            1        0.923471            
-10.397311           -11.703338           1        1.486278            
14.340396            1.01749              1        59.298699           
-7.932085            11.357106            1        35.068198           
-13.912855           -4.944329            1        20.322328           
7.818552             9.76756              1        1.30698             
5.017068             2.504347             1        0.292635            
6.616283             4.808417             1        1.281885            
-9.428684            -6.681369            1        1.19993             
-1.292481            17.923374            1        40.134328           
-13.974278           -8.404171            1        1.530965            
-3.806674            -18.252505           1        2.150936            
-17.732525           5.34025              1        0.364885            
16.267915            7.467171             1        1.163947            
16.872765            10.738058            1        1.775851            
18.452197            -5.763901            1        0.823347            
1.035946             -8.338775            1        0.92432             
-9.785167            12.181621            1        0.464479            
-18.730191           1.265067             1        5.175089            
-13.977044           -7.347069            1        0.714664            
10.211189            7.370056             1        0.75658             
-1.489495            5.310775             1        1.578645            
-11.666841           -9.436542            1        1.037693            
1.257747             -7.214394            1        1.781626            
-10.450975           11.990609            1        33.868561           
15.675572            -10.300824           1        2.111973            
3.925956             13.163939            1        27.655308           
-12.659893           16.065139            1        0.577557            
19.605351            -17.205396           1        0.394045            
13.915616            9.958312             1        0.36005             
10.540886            13.749635            1        0.601597            
4.943033             10.182868            1        2.255683            
7.163496             -19.451045           1        1.568064            
4.857049             0.695187             1        2.194123            
7.21304              -5.16084             1        1.659019            
-1.33769             12.271514            1        2.739934            
-9.455848            1.026241             1        2.194229            
-6.528037            5.046245             1        0.499002            
19.171184            12.157498            1        0.317817            
11.546503            -0.572559            1        1.116784            
-9.626302            -6.5099              1        1.881895            
4.320734             15.55177             1        29.08795            
19.024601            -0.984882            1        2.049222            
-17.782236           -15.560698           1        8.248927            
-18.545516           17.621191            1        0.357268            
16.157426            -17.76612            1        2.10814             
7.608681             -17.133925           1        1.190827            
9.968436             11.670415            1        0.958281            
17.616669            6.702472             1        0.803037            
1.539614             5.18435              1        2.082246            
-17.575416           7.263171             1        42.054781           
2.876478             -7.188525            1        51.105041           
-9.729054            0.998048             1        0.789675            
-12.25851            -18.921919           1        2.056261            
7.187638             -6.894753            1        0.738168            
1.125455             16.336868            1        1.021214            
-4.484429            17.970622            1        21.06074            
13.028189            -5.120128            1        1.092962            
-16.365465           9.483112             1        23.6514             
-12.028726           -6.807315            1        34.733959           
16.420449            -4.069275            1        0.564377            
-14.62035            -8.688431            1        1.628442            
-8.332325            -12.585344           1        1.403221            
-12.467786           -5.847052            1        0.361274            
12.10427             -19.939801           1        7.460758            
16.478079            0.701392             1        2.099365            
14.858542            -3.925868            1        1.513311            
-11.689746           1.105048             1        0.936993            
14.56115             -6.032089            1        1.515834            
9.678009             -17.74319            1        1.976322            
-16.211276           -12.335004           1        47.895458           
-3.983363            -0.954773            1        2.228903            
-11.208542           -15.153606           1        1.86331             
12.838444            -7.653664            1        1.529574            
