number_truck 1
number_drone 1
Customers 12
Coordinate X	Coordinate Y	Demand
7125.5969049371215	-3804.904201166085	0.2884857978157526
-9331.533718562221	-5362.691007655381	0.19549151044617494
-11055.879558039942	-148.82559914161124	0.5911804965928685
13657.745933747774	7419.246945404355	0.24010082926080412
1046.3024842815423	206.03746939325416	20.906311923341345
-5059.1454620969425	408.4773800749573	0.2963588544001479
15219.488444939716	-7272.5246995671205	1.0635076691190388
1677.0759137769717	-12194.423506991889	6.891990495995238
-4829.804225276809	-14475.234615538126	11.443832729103995
3908.060621405814	-5532.961134494167	0.2173081031275546
-8344.285590688998	-10344.638465188473	0.14543339487875998
-5725.503937412546	899.1869829624402	0.48982084007372295
