number_truck 3
number_drone 3
Customers 50
Coordinate X	Coordinate Y	Demand
14752.893934045687	8460.258343199896	0.222302942672454
-32073.647534876814	18745.21347257865	3.668820961906011
-16773.8006803412	23039.8543443324	0.5684811167700795
-26025.64724484766	12111.763823292458	3.6732408611442673
-18505.404762289174	-15632.701491147986	0.0513922323282335
-27344.180223342024	22346.1062349308	16.964034261446685
-9588.765085327723	25848.414592315214	0.9114149660890847
32003.218197772574	1292.9748489830506	29.933837900848573
8246.191944460477	-20.660235979584986	0.8195443762407812
-24577.049318039022	-13611.991567812967	0.027519485853836522
-20551.616470708395	-18414.45023098293	0.414771341523876
13759.678304594816	23703.390012208714	1.0160085638664893
-30158.407121589673	6031.105726029331	0.4402546158855274
13574.649110996677	6035.57299285072	0.8590936992152165
11155.36238898885	-11863.183063093627	0.6730002631053256
-13108.133248367056	-6421.093050485998	1.0940404474389065
19488.8488970205	11156.231589367007	0.651477952781486
26354.54192160018	-8517.617699104167	0.22074021590597895
15278.423653775479	-31846.615259038543	0.2211388736524512
-14217.149613467735	-22859.108769834405	1.0148753429994324
-12797.296000942208	416.3785352242026	0.46925466960335915
-5299.358239064711	20561.821653498067	0.7622406792120043
-18349.409725962323	-25045.667808507143	0.23409224726932287
14680.125219180758	-29000.418870414913	0.564263826852971
-14506.383472170133	-7112.597860736278	0.6666338014433111
8874.171029336529	1604.8862132121994	0.9754813175758673
22854.158344488264	9843.37290776526	1.123066915649386
-5250.337756382072	-27498.202640203068	0.27836241974413256
1424.0394384152914	12994.947439241521	15.995254323516209
-25761.66600322375	30577.326730423585	0.6445682519380037
18706.252047235328	26762.8216091435	0.8019671206360031
9109.317959482807	-12031.781331280452	14.226321747782695
-12188.447565420724	7786.27977527243	0.19414347766370676
17351.461532612375	-5909.877954443764	0.4532878582457097
-30894.56258096368	27724.39086324531	0.8606436494094616
-23201.993764343842	11006.957600264592	0.5439305961307591
-29223.141074866446	-180.4538730871004	11.705534425578355
15221.30974340962	-4563.511556927803	23.477932096986798
-6924.998822193095	23709.219529962724	0.800345784575433
10965.816647855407	3090.3021232795377	0.8121610469727713
12702.645401637177	-7131.522021663169	0.4353795719728985
17994.512998454848	26502.226336882806	20.959831174907364
6189.684536349804	21971.14489186983	0.17602549892752029
12879.115261734447	-27045.030108563726	0.478252794755347
-1583.5116308034535	-15502.6772381544	0.25332301111832073
-12071.99378879179	12087.405726034009	0.03198827136340115
9803.07823837277	7556.395928843778	0.1406447482136409
14520.178460556655	-6108.088894381865	0.389658393631394
-15105.764790497067	-11054.391803701383	0.3012303061247381
-18819.605206241307	1331.76787849308	0.6835789339602129
