trucks_count 15
drones_count 15
customers 1000
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
-2.92489             1.623791             1        2.229269            
-1.929779            -2.796928            1        54.561432           
4.804355             1.067176             1        45.049244           
1.213113             -3.916911            1        2.066147            
-0.797385            1.718885             1        1.83974             
-1.959238            1.537836             1        0.537346            
-4.941837            -2.532247            1        1.395678            
-3.988814            1.198172             1        1.346252            
1.872756             0.865304             1        1.043605            
4.031899             -4.122774            1        36.635906           
3.674413             -1.189294            1        1.373789            
-1.022593            2.794496             1        0.984467            
-2.10025             -2.970219            1        43.638623           
1.122504             -3.312444            1        1.954429            
-1.875533            -1.514672            1        0.467636            
3.501381             4.809286             1        1.835714            
-1.691969            -1.006949            1        1.802561            
-0.623381            1.959482             1        0.856527            
-0.080737            2.11994              1        1.796214            
-0.138147            0.03445              1        0.448562            
0.824223             -3.700567            1        34.872881           
1.1977               -4.837306            1        2.267002            
3.517096             0.975203             1        0.623817            
-2.000397            -1.647588            1        29.085683           
3.528282             -1.392777            1        0.845863            
-0.635909            3.172691             1        2.096369            
-1.392281            3.80973              1        2.042957            
-3.427414            -1.320972            1        0.270105            
1.493882             2.632184             1        0.91411             
3.995117             4.984546             1        1.07959             
-1.062482            -4.195019            1        2.247485            
2.807753             4.532008             1        1.423064            
-0.509511            -4.640525            1        1.755257            
2.980372             4.118368             1        1.829906            
4.846532             -1.51574             1        2.197968            
-0.332674            2.545351             1        1.302895            
-0.72808             -1.330777            1        2.164504            
-4.042498            4.159958             1        0.857813            
3.810809             -3.058642            1        1.781371            
-2.215643            -1.232183            1        1.00478             
-1.461121            0.228192             1        1.83489             
3.374168             4.993466             1        53.593821           
-1.058642            -0.998089            1        1.712995            
-1.285318            3.238618             1        1.140142            
1.129549             -2.285485            1        1.429847            
-0.362518            2.437947             1        1.238931            
0.284689             -4.593723            1        1.126868            
-0.517954            -0.331639            1        0.948071            
-1.287191            2.046059             1        0.559977            
1.271401             -0.923563            1        1.081452            
-1.716273            -4.683678            1        8.15404             
-2.60403             2.711305             1        22.572209           
-1.177948            1.954673             1        55.925009           
-4.756717            -4.484502            1        0.565894            
-0.212705            4.921044             1        2.033226            
-0.363241            -2.089958            1        1.581473            
-3.004914            -4.00553             1        0.823596            
1.00713              -4.370558            1        1.394206            
1.499477             -2.990675            1        0.867019            
-4.777347            1.252449             1        1.332418            
4.833614             3.319542             1        16.976402           
4.214272             -4.981107            1        1.932604            
1.364678             4.818764             1        59.008792           
-1.414232            4.941529             1        0.768038            
-4.181622            0.993767             1        1.607105            
-1.25467             1.29869              1        1.934149            
0.78581              -1.447186            1        0.691636            
4.981466             -0.718661            1        1.347356            
