trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
-3.393915            0.825502             1        53.317697           
-1.111831            -1.165658            1        1.051297            
-3.845689            -3.256032            1        1.612551            
-2.260572            -3.56742             1        20.866433           
3.228316             1.193216             1        0.273092            
2.681669             -4.732478            1        0.25392             
2.248703             -1.426761            1        0.997477            
2.996135             3.571649             1        0.609452            
2.657507             1.419841             1        1.918293            
3.113005             2.621113             1        1.150651            
-2.877976            4.920915             1        0.831444            
3.82483              -4.547464            1        1.156553            
4.553835             -1.538288            1        1.724148            
2.684319             -1.051039            1        1.947504            
1.712594             1.66103              1        0.838427            
1.063508             3.14486              1        0.361828            
1.419531             0.801382             1        11.452354           
-0.078826            -2.634116            1        1.025635            
3.544858             1.229048             1        1.716146            
0.019139             -4.331328            1        0.7371              
1.778454             -4.172239            1        1.420552            
-1.752043            1.966157             1        1.295754            
2.716301             1.340187             1        1.0302              
4.545494             -3.818723            1        1.421175            
4.793635             2.93108              1        0.852318            
-2.032882            2.82425              1        0.376564            
1.826962             0.210981             1        0.833158            
-0.045059            0.739425             1        0.827247            
0.750718             -2.1606              1        1.962899            
3.811142             -0.853025            1        0.910976            
4.674983             3.954485             1        1.928804            
-4.562063            -4.883141            1        30.613388           
2.800656             -3.02496             1        57.873435           
-3.441547            -1.635146            1        0.664639            
2.074797             1.088265             1        0.863596            
-4.191483            -4.621884            1        1.256373            
0.032608             0.633769             1        1.994545            
1.945622             3.577866             1        1.362717            
4.811034             -0.249509            1        1.294746            
3.676531             2.434739             1        6.055826            
2.361222             4.507075             1        0.596925            
3.113778             2.470454             1        0.943919            
-0.344027            -3.736358            1        25.008163           
-0.33211             3.713787             1        34.074738           
-2.41749             1.40627              1        1.098883            
4.627881             4.979345             1        1.185578            
-3.083067            -2.675995            1        0.723954            
-1.424801            -3.752782            1        1.280672            
-3.313609            1.607108             1        0.310116            
-4.204732            1.546597             1        0.485366            
-0.850214            4.321278             1        6.999546            
-0.364081            -3.779269            1        4.576977            
-4.620285            -1.362628            1        27.373382           
0.395326             3.882996             1        1.055998            
3.404277             -0.663846            1        2.224799            
1.614565             -4.279284            1        0.443061            
2.380989             -1.575327            1        0.332446            
4.476559             0.804339             1        0.615328            
3.289371             3.547295             1        1.701277            
-3.387271            0.848529             1        0.426595            
0.220279             -0.156869            1        1.901693            
-2.523747            2.846427             1        0.839598            
-4.196653            -2.257853            1        0.454149            
-4.288309            -2.733655            1        1.39836             
-0.049225            -0.834315            1        42.011464           
1.205676             -0.470686            1        1.41536             
0.978188             -2.200018            1        1.634426            
2.396187             -0.382175            1        4.862326            
3.420145             -4.54572             1        0.468465            
3.670613             1.054775             1        0.460479            
4.471196             -1.658597            1        0.81126             
-2.181695            -2.301288            1        48.178865           
4.164102             -1.292806            1        11.723588           
-1.116341            4.97687              1        0.704272            
2.371037             -1.860918            1        1.828814            
-0.162583            -0.0852              1        0.457035            
3.667444             2.102892             1        0.875375            
1.665705             -1.297122            1        48.867311           
-2.003807            -0.698734            1        1.468359            
1.418885             -1.264075            1        1.806847            
-0.790012            4.652517             1        56.088329           
-3.731062            0.848024             1        0.642271            
-1.337204            3.551674             1        1.189727            
-1.851651            0.157651             1        30.12339            
-2.037358            0.113637             1        5.75603             
-2.918638            -0.339299            1        2.200601            
-3.759702            1.581494             1        1.602903            
4.179043             -0.747994            1        0.910522            
3.276866             2.427427             1        11.452294           
2.284743             -2.221151            1        0.428439            
-1.2258              3.43575              1        0.277129            
-4.052267            0.792023             1        0.473556            
-3.448094            -2.783792            1        1.374441            
-0.360952            -0.140304            1        1.756119            
3.157747             -3.105165            1        0.700605            
2.159494             -3.469658            1        1.260152            
-1.829364            2.731825             1        16.425189           
