trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
-4.488078            0.098706             1        1.149852            
1.364701             6.994475             1        1.901597            
-0.773654            5.94005              1        1.798115            
3.271415             -0.398165            1        46.431666           
-9.488816            1.139763             1        1.739728            
7.858026             -0.057135            1        50.77335            
7.912216             -9.927151            1        27.788104           
2.930268             -6.889043            1        9.780739            
1.119757             -2.841079            1        0.506657            
-7.130737            1.528879             1        0.799694            
7.625725             1.088977             1        2.188517            
-0.099248            -9.652599            1        0.225427            
-2.460822            -5.148115            1        0.559256            
-0.938525            -2.551619            1        1.392443            
-0.599736            8.783481             1        15.258631           
3.696096             -5.210966            1        44.250361           
-1.206345            4.906647             1        41.909172           
8.531904             -6.171459            1        20.174232           
-7.683926            5.396435             1        1.17201             
5.529774             7.279303             1        1.827201            
-7.304727            8.679816             1        42.481944           
7.744321             1.836727             1        0.839515            
3.276701             1.912023             1        1.438414            
-3.570778            -0.667751            1        1.457409            
-1.217078            2.136869             1        1.535007            
-1.939578            -4.413198            1        1.684007            
8.493947             4.640625             1        1.388177            
-9.301514            -6.34145             1        33.17651            
-4.94849             -4.49636             1        2.876309            
5.468371             -2.426351            1        0.675089            
4.130097             2.359996             1        1.211764            
-6.503897            0.515159             1        1.964262            
2.465318             -9.530687            1        1.27424             
-6.049208            2.966705             1        38.946294           
6.096492             2.7874               1        2.261331            
8.658253             5.408799             1        0.551344            
4.563084             8.215745             1        2.088077            
-0.924262            -4.880929            1        0.538301            
7.75565              7.700525             1        0.370539            
-3.855166            1.588146             1        0.583691            
-7.786879            4.829516             1        0.874921            
-5.053621            9.319008             1        2.237669            
1.406764             2.476229             1        50.505692           
6.057572             9.937962             1        0.894573            
2.643758             6.421462             1        56.280652           
4.019455             -7.171253            1        0.419586            
2.901445             5.324341             1        2.102801            
9.571555             -6.079246            1        1.607449            
1.803213             8.661838             1        1.204531            
-1.278327            -0.620647            1        1.147503            
-4.315444            8.922738             1        0.415303            
-2.651937            -3.15861             1        21.227316           
-2.523089            -9.990939            1        30.39006            
-6.93831             3.012868             1        0.964054            
2.806801             4.475484             1        0.313063            
-1.929134            -1.016765            1        1.532057            
-5.830861            -6.339345            1        1.289972            
9.153156             -5.285929            1        1.723629            
6.334434             -2.74375             1        0.838767            
-9.772124            2.072688             1        3.942277            
7.044011             -6.328802            1        1.720643            
6.991579             -6.231058            1        1.556416            
5.267396             5.820313             1        1.741181            
-8.717724            -2.165155            1        0.299201            
-0.879813            -4.445805            1        1.432751            
-1.958092            -0.583               1        2.037438            
-3.032326            -5.066403            1        2.195582            
-7.017652            -4.409758            1        0.978325            
-2.029739            -2.790816            1        0.309865            
-8.170558            -5.587972            1        0.536932            
6.357337             0.15827              1        1.112793            
3.442135             1.862379             1        45.902464           
3.128131             9.898538             1        1.520113            
-6.922764            7.064995             1        0.783854            
6.175736             2.930344             1        1.036862            
-3.699216            4.808008             1        1.013379            
-5.554476            6.800253             1        2.007132            
0.916678             0.800592             1        0.341572            
-4.920546            1.558736             1        1.245352            
-0.542818            8.76407              1        1.238422            
-0.10522             4.999111             1        1.766162            
-1.605768            -1.009846            1        1.932426            
6.266933             -2.628903            1        0.203263            
-3.525595            -1.005083            1        1.734744            
-8.970073            -0.800411            1        1.26937             
-1.415859            7.76612              1        58.269871           
5.801264             8.433255             1        1.535066            
-4.843516            6.447544             1        2.02136             
-3.35543             -8.239574            1        1.666953            
6.323388             1.826874             1        3.695641            
8.207646             -6.792456            1        0.752163            
4.365832             -1.581906            1        15.750964           
-8.383146            -6.45704             1        0.47913             
-2.40021             -5.335268            1        0.495925            
-5.453852            -5.337805            1        0.230029            
4.767319             6.237224             1        0.975997            
7.150737             7.967153             1        2.209931            
5.10764              8.471693             1        14.366491           
5.083522             8.519491             1        1.640543            
-5.830373            -7.553887            1        1.985895            
1.851154             1.331473             1        12.133252           
4.806314             3.424355             1        1.458865            
-1.092402            5.871757             1        1.887181            
6.76523              -2.492409            1        1.043987            
-0.176952            9.022758             1        1.838709            
-8.81122             6.139613             1        0.97357             
-3.090691            -1.82773             1        1.456907            
-8.035664            6.056722             1        0.771134            
4.265804             8.100007             1        4.388527            
4.17578              -8.653212            1        0.609257            
-0.927374            -1.595302            1        0.344758            
-2.149287            -7.324595            1        24.692133           
-2.621129            -3.563993            1        2.219943            
-9.837493            -7.456914            1        58.55273            
-4.534121            -2.644023            1        53.132118           
-8.500937            1.471123             1        26.849941           
4.304645             -9.495408            1        1.823552            
-7.386949            -4.616127            1        0.601421            
6.850437             8.650914             1        2.197711            
-1.154605            2.52762              1        0.244811            
4.016447             -2.664964            1        1.627209            
6.671741             -5.350177            1        0.718812            
0.535525             1.545825             1        33.226178           
3.930262             2.245608             1        1.093898            
-1.888027            -1.603458            1        0.826308            
4.566316             9.4839               1        2.016803            
-4.339604            7.464066             1        58.59548            
-3.281589            -2.215116            1        1.685924            
-4.44231             -8.645185            1        19.041662           
-5.995307            8.586929             1        1.837931            
-8.071059            -2.46944             1        0.573089            
-6.686201            -2.69701             1        42.75667            
-1.308938            7.963681             1        1.673564            
-2.44208             -8.260732            1        52.687727           
3.871979             5.478191             1        1.330709            
5.361044             0.044559             1        1.846354            
2.538256             -3.052104            1        0.785871            
4.798265             -0.231696            1        1.194402            
-3.813024            -5.984871            1        1.50603             
-1.276752            -4.505081            1        0.547356            
7.05437              8.074857             1        11.612872           
-3.761985            -7.387749            1        0.899489            
-5.078149            -0.026062            1        1.308605            
5.766645             -4.257724            1        0.828404            
-7.332607            -2.608504            1        0.53772             
7.719867             3.20219              1        2.012847            
3.874272             -5.506252            1        19.348657           
5.328818             4.388934             1        1.614319            
-2.010723            8.55373              1        0.874805            
-0.255852            9.359218             1        1.624415            
-4.050507            5.292245             1        1.33642             
-4.144876            9.599272             1        0.792214            
1.578256             9.007598             1        50.537674           
0.397976             8.151112             1        1.46718             
9.569557             -6.551458            1        0.946228            
-9.740624            6.019262             1        0.72263             
1.533989             5.599007             1        1.152377            
1.37243              -0.77545             1        0.447629            
-3.612105            -8.942272            1        2.160529            
5.002905             -9.656466            1        0.436765            
9.593264             7.258846             1        1.024791            
