trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
-1.814087            9.560369             1        50.842267           
-5.41851             3.479357             1        2.007633            
0.240462             -6.233754            1        42.373667           
-6.732669            6.972761             1        0.53374             
-5.686904            0.360968             1        0.926625            
-0.874679            -6.024125            1        2.083178            
4.334209             1.702596             1        1.200901            
9.691781             4.646051             1        1.002587            
-1.166979            -6.838828            1        2.207215            
9.078102             -0.303582            1        0.799118            
8.480088             7.627316             1        2.045119            
-7.03119             2.884436             1        1.504011            
8.542604             8.189877             1        1.019882            
-1.675356            1.847396             1        2.12219             
2.451757             -0.761072            1        1.663027            
-7.000552            8.881298             1        30.137811           
0.983049             -8.597123            1        0.433241            
5.629949             7.532676             1        1.174177            
7.17912              0.898342             1        1.366559            
-1.763986            -8.032767            1        0.952509            
7.495539             -6.199401            1        41.505931           
4.687992             -3.39427             1        1.30494             
4.516788             2.070927             1        13.09881            
8.91047              -7.094145            1        0.919775            
2.534098             0.476451             1        0.702919            
4.169081             0.309059             1        0.818275            
-2.915265            8.202601             1        1.376884            
5.874575             2.617185             1        0.982794            
-5.188882            -7.90467             1        1.137559            
-4.468993            -9.218742            1        1.630626            
-9.700259            -3.622457            1        2.016101            
5.16104              -2.487994            1        2.10817             
2.14005              3.493614             1        1.146755            
1.379434             -6.53456             1        18.9103             
-4.611254            -4.694054            1        1.484916            
6.953964             -1.490773            1        43.117345           
-6.187013            9.129849             1        12.006628           
9.494134             -5.798478            1        0.803024            
6.612544             6.812453             1        1.93453             
6.407316             1.923964             1        0.386071            
2.536703             1.035905             1        0.619512            
3.047604             -5.446357            1        1.529068            
7.796476             8.437828             1        35.785593           
-5.631051            -5.730248            1        1.555571            
-6.403473            5.94189              1        26.312542           
2.543541             5.629264             1        57.944822           
-8.631691            -5.550194            1        0.273527            
9.812737             -6.961687            1        59.684937           
4.613543             8.340857             1        30.253798           
-7.089629            7.129262             1        10.006865           
6.626823             -3.706665            1        12.813075           
8.968397             -1.552842            1        49.697652           
3.505238             6.178162             1        47.626785           
1.061912             -7.749916            1        1.650014            
8.816696             6.199685             1        0.441254            
-5.172469            -5.877463            1        1.703616            
-5.570043            1.164441             1        53.875764           
2.849024             2.528842             1        2.208265            
7.660639             4.921388             1        1.309675            
2.89156              6.05998              1        0.682896            
7.914545             4.134748             1        45.035186           
-4.278355            -3.206944            1        1.175116            
-7.709446            -2.032716            1        55.51289            
-4.544962            9.75077              1        1.722484            
-0.042655            -7.247667            1        0.483477            
-7.315346            -9.423269            1        1.625439            
7.896984             -3.543645            1        1.912566            
-8.534369            -6.264779            1        52.733697           
-2.449595            -9.747622            1        15.529958           
-1.738326            -2.248244            1        0.388468            
-4.832244            -5.083608            1        49.015051           
-1.084526            7.431331             1        0.992575            
2.658954             4.533436             1        0.586452            
8.298186             1.775111             1        13.596896           
-1.207757            -4.191013            1        22.299218           
2.444714             -7.978998            1        2.139931            
-8.821916            2.636272             1        2.245022            
7.566628             9.951925             1        1.079191            
-1.416897            5.483003             1        9.562835            
-4.510068            0.228158             1        1.582092            
2.044016             -6.872025            1        0.51101             
-8.346942            -6.213161            1        0.772606            
-4.525028            -2.917452            1        0.510673            
-5.253656            2.514283             1        2.138461            
0.563912             -9.40809             1        2.047319            
1.158586             -4.783333            1        1.594314            
5.059603             -3.334522            1        1.300068            
-1.138659            -4.159587            1        1.403334            
-6.472124            -9.532602            1        0.849333            
3.761209             -2.370504            1        55.9062             
1.184595             2.278472             1        1.940822            
4.093329             0.37272              1        0.701183            
7.035894             3.445005             1        0.859001            
7.405386             3.849005             1        14.146106           
-9.085082            7.10183              1        0.377669            
-5.186887            -1.716201            1        0.314681            
7.22614              -6.644056            1        2.223192            
1.871998             7.652789             1        1.933591            
-4.974214            -5.167298            1        0.24297             
-4.920368            -0.065892            1        0.439761            
-7.098546            4.381973             1        1.631433            
-7.76329             4.779896             1        9.004979            
9.980145             3.097997             1        38.057197           
-5.366784            -3.534868            1        0.778838            
5.873353             -5.848831            1        33.278107           
-3.58327             -5.279643            1        29.245763           
-0.186796            -4.919605            1        0.897281            
9.964803             -8.410406            1        1.273791            
-8.433852            -9.796535            1        1.242871            
-6.049406            6.978061             1        1.64958             
-0.731479            -3.414013            1        0.508864            
-0.897453            4.626497             1        1.224373            
9.464277             8.882906             1        22.323308           
-5.391263            -0.697156            1        43.083165           
7.66664              2.948134             1        1.773982            
-4.581367            8.009338             1        0.673631            
0.072984             -1.55645             1        2.131707            
7.297691             5.445413             1        1.194018            
-6.486567            -5.199409            1        1.89653             
-9.562261            4.247663             1        2.029389            
-5.393996            -6.994426            1        1.143204            
-3.640664            4.46263              1        0.952626            
-4.212917            -7.386539            1        1.033147            
-0.682612            9.383371             1        1.630042            
9.382327             2.54244              1        2.016647            
3.175189             2.891638             1        1.029779            
-9.146213            2.77466              1        0.497382            
8.794135             5.012531             1        1.966241            
9.42446              8.209098             1        24.701347           
1.979821             7.221583             1        2.875239            
-1.793782            -3.162984            1        0.494853            
-9.333504            0.365568             1        0.388074            
-2.723522            1.340959             1        1.255114            
0.584588             1.10663              1        1.19638             
-1.012773            3.600252             1        1.236616            
0.186031             6.60414              1        2.019765            
3.560316             -6.394681            1        0.603866            
1.481964             7.938516             1        26.980413           
-2.109398            -8.844671            1        39.316356           
-1.230303            4.450061             1        0.657822            
-7.850205            -9.082451            1        0.375777            
-4.650508            7.808098             1        0.895933            
5.184385             -6.930898            1        24.248972           
-2.026223            6.482528             1        44.07479            
-9.875161            -4.820322            1        0.483696            
4.899613             -1.527076            1        1.275958            
-0.684956            3.18547              1        0.951542            
-4.845083            -5.450902            1        50.79484            
-0.957269            4.116994             1        2.262854            
1.255404             -0.968648            1        2.19376             
-8.193271            1.718589             1        0.462735            
3.63465              4.436464             1        1.090265            
-6.538413            -7.190944            1        1.768908            
-4.7285              -1.348056            1        2.085886            
-8.16844             3.051457             1        2.231343            
8.090751             -9.194593            1        0.877532            
3.261118             0.119803             1        1.016026            
3.674134             3.688962             1        0.795519            
4.418141             6.880738             1        0.305171            
-2.411562            -7.96044             1        0.92269             
-6.849885            -2.285754            1        0.274568            
-2.322628            3.148539             1        1.726044            
4.81536              8.965779             1        1.844118            
5.488154             -4.955595            1        2.241182            
4.598817             -9.771092            1        1.028196            
-6.157638            -4.087022            1        2.269401            
-1.218609            2.073612             1        0.976227            
5.785938             -7.10275             1        38.369602           
5.836149             2.687115             1        2.016719            
-9.695076            0.410598             1        6.831181            
-2.602046            9.27901              1        1.499968            
4.080304             -1.392215            1        2.215241            
-5.257053            -5.551677            1        1.196208            
-8.436185            -8.101863            1        1.391884            
-1.171237            -4.59548             1        2.116516            
-9.227045            -1.339825            1        2.233832            
4.623817             -7.617837            1        1.299345            
3.332668             -6.932547            1        11.424117           
1.51726              9.223413             1        8.160729            
1.390491             -0.451846            1        2.126892            
1.002282             0.223894             1        0.962506            
-1.568875            3.801386             1        0.675083            
8.944671             -3.670414            1        32.255862           
-3.408613            -6.469743            1        0.611351            
9.532213             -8.879918            1        2.148034            
-5.278162            6.427432             1        2.121122            
0.139168             -0.270987            1        0.814823            
-7.326933            -2.723857            1        2.055891            
-9.761611            9.206371             1        0.674007            
6.988744             3.155491             1        0.38613             
-2.732562            3.328053             1        0.931985            
-4.855997            5.973658             1        13.585516           
6.807519             9.256095             1        0.974586            
-1.658617            -2.83673             1        1.207984            
-8.461177            0.900876             1        2.087143            
-6.465899            -6.455882            1        2.006178            
5.637226             4.751076             1        1.625356            
-8.486178            -5.53896             1        0.266448            
-0.249905            0.855931             1        1.769395            
-7.07242             3.785413             1        2.140496            
-4.870975            0.990574             1        0.486012            
-4.911052            -2.127065            1        0.654144            
-1.971455            -0.396671            1        0.614232            
-7.23804             -7.183961            1        1.224699            
6.551044             5.324738             1        0.61722             
3.890281             -7.30805             1        0.326561            
4.627283             0.402999             1        2.077492            
-1.99227             -4.033117            1        1.018083            
-4.252951            -3.72085             1        0.422303            
-4.498932            3.773409             1        51.985946           
-6.06667             0.958602             1        1.198697            
-8.435428            7.157922             1        2.178763            
-2.852485            -3.479107            1        1.672121            
-7.340936            -6.876408            1        2.210005            
9.465435             -6.419117            1        0.536148            
8.801006             -6.42789             1        2.181332            
-6.995722            0.346591             1        0.918109            
9.178982             3.872339             1        0.948369            
5.261437             -5.517001            1        1.746371            
-1.589124            -4.179958            1        11.493975           
4.962209             -0.669752            1        0.745844            
-6.292147            1.621376             1        0.351744            
5.880584             -0.022509            1        1.076689            
2.355239             -3.270022            1        0.564288            
-5.496463            8.083528             1        2.174419            
