number_truck 1
number_drone 1
Customers 12
Coordinate X	Coordinate Y	Demand
3565.6815632438206	-7359.543420174908	0.7822659506060272
-488.26217752007517	7846.995954295731	0.2974956228159137
-7717.0412886037175	59.710820309663234	0.09535707247945445
2082.755843882615	4248.8975370632625	0.6799738614218636
-1260.0628136201753	-914.1006314829413	29.020164585423153
6990.471798326622	6062.399416146801	21.37790208322919
-6123.957541684717	2700.2769854290887	0.7341549607773268
2668.0223648994547	6074.189491257728	0.3051601356480635
4162.36112456124	-7811.28041106577	0.3120600517371328
5097.5315218175165	548.55605039047	0.5388014721322091
-2899.4729765192064	-904.668669823247	0.46444714019597105
1166.7508888264617	6864.859070621775	0.5801226328485702
