trucks_count 10
drones_count 4
customers 200
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
7145.798119808759    -9817.769039276294   1        0.05                
3817.608782183851    3962.1080877265017   1        0.05                
5807.225267885177    790.0414638473555    1        0.05                
12621.758403238518   -4899.247260693194   1        0.05                
4657.216868448256    9179.624721953713    1        0.05                
-2792.4421359057774  -6864.614838865749   1        0.05                
-449.4262202360845   -11196.975983940107  1        0.05                
-1609.9379510535484  -7461.633099681246   1        0.05                
-7069.178655594477   13695.95698304635    1        0.05                
-6274.245775903182   -14514.542085756304  1        0.05                
-15529.035216282122  3435.5249723948386   1        0.05                
6387.631222245668    13619.280127269976   1        0.05                
-13766.433860681416  -12305.175679350008  1        0.05                
8788.03703704076     13256.075531339067   1        0.05                
-8938.78086824295    3369.316792264875    1        0.05                
4299.998140412644    -12743.322805976455  1        0.05                
-8110.35951103639    584.8450444713018    1        0.05                
2550.079375092921    14849.203792145934   1        0.05                
-3212.0926957892016  13196.383410317912   1        0.05                
-1954.9430034924462  4980.219967181063    1        0.05                
-7422.911335651227   -11612.423187965882  1        0.05                
5567.641577048547    8050.517197348708    1        0.05                
11046.519429360289   -2310.0898148981887  1        0.05                
-11484.926178188301  9912.437866542132    1        0.05                
9217.371358514565    14816.847220466476   1        0.05                
7204.323994624436    6891.41717657153     1        0.05                
-8738.752694133014   -1274.7708013472384  1        0.05                
-11205.18621745382   9913.499396211146    1        0.05                
3056.250083219803    -1617.2324569330872  1        0.05                
9122.804966889054    -12077.060503635132  1        0.05                
-7534.623730301277   3767.2260464002593   1        0.05                
-10798.268429357195  -5871.098035688124   1        0.05                
-12914.875112616075  15967.799442898859   1        0.05                
2457.972895834502    -13631.240738419188  1        0.05                
-12908.112375013769  12633.950611189644   1        0.05                
14989.160188040012   -12537.020584003785  1        0.05                
8840.579402011957    8053.755382845889    1        0.05                
13512.898753866526   -15804.963036818024  1        0.05                
14805.307562024022   -3238.920264816464   1        0.05                
3124.0394676778383   1576.6136105232974   1        0.05                
-11511.300793124237  -3952.9156612551974  1        0.05                
8762.952284874114    -7566.881237914145   1        0.05                
2543.7723946643196   -7631.1722871440425  1        0.05                
-2964.1926953851334  -4936.756767989037   1        0.05                
7651.438962543639    -9062.991668751716   1        0.05                
-2869.7228016485074  -10207.15210849751   1        0.05                
11162.97740712413    -10430.928920025295  1        0.05                
-494.5746519965217   -12355.88527423      1        0.05                
2901.4361494597338   -4377.488544906297   1        0.05                
-8433.599535338051   -8845.037858264544   1        0.05                
-8644.05989830229    -12438.199735567281  1        0.05                
14778.052199405953   -9579.450490933055   1        0.05                
6559.519327834518    -11745.905069117412  1        0.05                
6970.813553145024    4540.985341207458    1        0.05                
-1638.4691071426764  6706.180257226908    1        0.05                
6310.888673859414    -6415.180937067626   1        0.05                
-14718.053638061741  -755.6143864899768   1        0.05                
