trucks_count 4
drones_count 4
customers 100
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
3689.665398614573    -613.4811939011322   1        0.05                
2117.04033725614     -6142.925902793625   1        0.05                
-5288.000685066826   5827.025515928511    1        0.05                
7213.929387482101    -4749.122251806691   1        0.05                
2528.741901452409    3629.964944123219    1        0.05                
-2076.023030958309   468.9068018821883    1        0.05                
-1217.3425131247416  1583.6734355903009   1        0.05                
868.8466335434537    -1637.7555454722262  1        0.05                
-2696.5203952850566  -291.9967305484249   1        0.05                
-4572.511843857624   -1745.4797030396373  1        0.05                
3545.130671830371    5576.912723639762    1        0.05                
-2592.028875179755   -6959.919347662024   1        0.05                
5125.7457490825645   -6443.168873518071   1        0.05                
-2855.0345867067126  -5394.790642497891   1        0.05                
5293.578298319728    -1615.7539234312426  1        0.05                
5305.331313955335    5092.833669350171    1        0.05                
-7488.580492993415   7447.118465523268    1        0.05                
-3000.9846195068894  768.6832508660673    1        0.05                
869.913771007447     -3919.134109816832   1        0.05                
-568.9851235129356   -6823.175671821162   1        0.05                
1635.0972305368066   3597.8206883362714   1        0.05                
-7008.887724632877   -5105.147319131454   1        0.05                
-2098.5574506871735  6951.808340445755    1        0.05                
7811.037312304008    -5189.841435998676   1        0.05                
6328.838150884415    -3301.154123279936   1        0.05                
-2827.939928206567   3581.8456653454796   1        0.05                
206.88594150350568   4108.911187886658    1        0.05                
6586.573211039688    -7424.7764487751965  1        0.05                
4767.0434553148725   -6758.921077846196   1        0.05                
2675.7657237493754   4194.35246702129     1        0.05                
-7489.106148290722   2526.2766245384805   1        0.05                
1367.4479032090314   7451.8595860678515   1        0.05                
2829.3743769140483   7101.458599622274    1        0.05                
-3669.9735679925825  -6037.595506203242   1        0.05                
-3112.6581964452666  7139.94192121495     1        0.05                
-2748.006785853115   -7193.882802434647   1        0.05                
-7251.193220781105   -1504.1855797795727  1        0.05                
-7295.773722621229   -7493.718227276905   1        0.05                
-236.08332309781653  992.4522395899988    1        0.05                
-5692.837835173847   3789.8914533501006   1        0.05                
-534.8798026752692   1840.554269648831    1        0.05                
1080.2454579444466   1927.6491175673914   1        0.05                
-1064.3120797348474  -2437.5592350003053  1        0.05                
462.2070560469942    6462.136457840474    1        0.05                
-6483.672789177352   -45.28937356367871   1        0.05                
-2233.1179896314843  -3112.7733744874     1        0.05                
1606.9655578493764   4391.915800251555    1        0.05                
5489.0188976091      -5492.236000295131   1        0.05                
382.7370334031591    3264.2411632087837   1        0.05                
-7728.515303663259   995.8876683971537    1        0.05                
-2398.452970390752   2618.3496645187424   1        0.05                
4582.828062561876    3172.518075145911    1        0.05                
-4098.04488229627    4093.884090719559    1        0.05                
2254.69621478428     71.48785574426557    1        0.05                
-3744.9542100855606  -1261.5232884652692  1        0.05                
-877.0310756484273   -3726.267158969566   1        0.05                
-1863.476548298065   7214.0707626501735   1        0.05                
-6404.789303216716   6082.726288537803    1        0.05                
6288.812576197556    -4283.506127696085   1        0.05                
-1246.1990771606627  4481.870760425479    1        0.05                
-6407.308165664811   -151.00769625836966  1        0.05                
2825.4405669781727   6238.93418763264     1        0.05                
-1101.0598851156012  4137.168158819578    1        0.05                
645.6986492335157    7930.739621583433    1        0.05                
-4481.768238851107   -2060.277460545362   1        0.05                
-630.4025521295495   -1606.7029880366904  1        0.05                
6947.6537826155145   4890.151008884041    1        0.05                
2262.9976404618715   5724.891188195309    1        0.05                
924.9822484125372    -318.30481122923453  1        0.05                
-5473.717569348788   -7940.995089371474   1        0.05                
-1844.408060180601   179.3940762981618    1        0.05                
7405.404156440697    6803.100881386265    1        0.05                
-776.5646104599485   -776.1616822361016   1        0.05                
2907.2894296417903   -821.5650138984049   1        0.05                
-2949.730658147179   -29.624780502091802  1        0.05                
1382.7676212839506   -1515.172585693162   1        0.05                
-7764.142792677012   4202.463056312634    1        0.05                
-6873.479458804066   6598.663569989104    1        0.05                
-2991.1685784554725  202.02593556028165   1        0.05                
-69.68678955626643   -2693.24846001634    1        0.05                
1447.8456005541047   783.0066978588219    1        0.05                
-3280.2891109451225  2673.6079118120247   1        0.05                
-7690.207871073231   -7003.132686016139   1        0.05                
2883.635902739047    -2924.702850130669   1        0.05                
6171.425025325893    3003.535098324317    1        0.05                
-2899.930449060117   1665.9002784385839   1        0.05                
-6600.141914026387   822.6488747007928    1        0.05                
5500.758755091792    -790.7675551068204   1        0.05                
-2306.2222089011993  1345.8958609186648   1        0.05                
-7161.873145936856   -6471.808773270804   1        0.05                
1235.7434928374778   -2188.403594515901   1        0.05                
-4989.049995762777   4671.851059107708    1        0.05                
-3475.686949314223   -4391.369659515657   1        0.05                
1911.4979916865109   4137.984327591766    1        0.05                
-2972.132487873074   -128.24019413774167  1        0.05                
4810.6031920899295   7726.233016025574    1        0.05                
-7493.429753286598   7474.539791077747    1        0.05                
-1122.1453127289824  444.89910400767235   1        0.05                
3712.8392871481383   -6324.2269520363725  1        0.05                
-7048.120764381247   -439.7117245339232   1        0.05                
