trucks_count 4
drones_count 4
customers 100
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
5512.872968529808    -8272.234735619575   1        0.05                
-4015.6246073235484  8383.45092931492     1        0.05                
8486.259215131295    7734.611124789236    1        0.05                
-1863.4289352043845  -11168.238140987129  1        0.05                
-6972.883528191909   -11066.757337468414  1        0.05                
-2094.0667181730487  5047.355836149913    1        0.05                
4616.350900334301    3131.664060144018    1        0.05                
11722.237969379481   2818.256986423587    1        0.05                
-5094.054871924925   3864.4785386181984   1        0.05                
-6294.927208861537   -3340.892388263508   1        0.05                
-4227.32763344412    498.0887855306543    1        0.05                
-9969.214384549623   -10274.171584478225  1        0.05                
10829.206760570652   -11101.069058594247  1        0.05                
-7112.499272937341   -1097.325085079634   1        0.05                
-5490.598788039191   1465.8407602896327   1        0.05                
-76.97277948896384   3728.043287010507    1        0.05                
5198.320019237969    -10420.029385575768  1        0.05                
-5497.7768695183995  5961.90974166747     1        0.05                
-2729.950804097711   5903.804340279244    1        0.05                
2647.1884766361527   6391.2140424221925   1        0.05                
2356.6230676335626   1271.0387756889963   1        0.05                
2327.0908860511713   1185.715332590619    1        0.05                
7800.438392487074    5350.133122080507    1        0.05                
-2118.3337844607468  9591.483945624459    1        0.05                
5002.345503560271    -6246.764550921596   1        0.05                
-964.9706883459343   5943.608256243875    1        0.05                
10489.834300964721   5582.449166227443    1        0.05                
-12047.102057744403  -2883.7731659945825  1        0.05                
-10734.73911240897   -4864.110033911977   1        0.05                
-12028.58766042981   9761.019812025212    1        0.05                
2270.6785387727527   -6164.453037265809   1        0.05                
-8440.700388390676   -878.6847639332537   1        0.05                
-11482.933897529454  5749.158422086438    1        0.05                
-6087.875725088175   11065.294126855504   1        0.05                
-1413.424746033766   7577.249800768055    1        0.05                
-1629.186446134431   -6447.092964717622   1        0.05                
-11695.665514186945  -4510.294179043741   1        0.05                
10732.258951465803   11631.725571465833   1        0.05                
1358.478559165355    3091.1726791970136   1        0.05                
-2725.376435979744   8705.299061502948    1        0.05                
6575.5993908331475   -3310.488422918497   1        0.05                
4615.912579964315    939.788194159372     1        0.05                
-10700.668833121212  -5401.656982984009   1        0.05                
-6223.315543138886   4463.095631470641    1        0.05                
9171.113678665763    -9243.436697124573   1        0.05                
9017.212195185079    -9210.187612077032   1        0.05                
-9072.594155077346   -6814.2792896628625  1        0.05                
4489.015907942217    2959.651211190198    1        0.05                
10606.73424298648    11039.172874508131   1        0.05                
9621.335637187032    -8450.352899865979   1        0.05                
10947.400591223875   -987.3225718790194   1        0.05                
-7507.391038247865   -2080.176648891449   1        0.05                
10120.487502238251   -8818.022454265052   1        0.05                
-6522.92927146936    -9618.42784665882    1        0.05                
-8949.96840729809    10585.282808497524   1        0.05                
-2953.001015911281   -7281.503134573516   1        0.05                
-7687.243313281255   -1313.7305449115436  1        0.05                
5390.262748193969    -8200.301373351042   1        0.05                
10320.981702112414   -9251.86197678398    1        0.05                
11054.653080205127   10244.226197960319   1        0.05                
4450.150812705177    -3298.8941354149815  1        0.05                
6387.302540335505    11927.410355288204   1        0.05                
-11013.850423306514  -5415.375483858336   1        0.05                
4591.820719722771    -9922.354924735037   1        0.05                
8681.798329163927    -8981.251848489532   1        0.05                
4980.604358614809    -9755.29643717496    1        0.05                
-6132.250701243449   -11506.402767843192  1        0.05                
10015.499906462092   -4563.609970279287   1        0.05                
4040.1166960492765   -5017.9177488486275  1        0.05                
-9495.877812933219   -7003.035985599573   1        0.05                
-1103.4828670408267  155.19373954013437   1        0.05                
-8964.634164390796   -6386.503394385832   1        0.05                
-4225.688328795724   -6645.231068247997   1        0.05                
-5589.744922897255   -3867.7605751159304  1        0.05                
5933.762290643166    7953.289281612432    1        0.05                
-9377.281307044448   -5537.488406523856   1        0.05                
-6932.648190580362   -10355.52735730731   1        0.05                
1916.9941985048042   8180.151906067603    1        0.05                
6891.128068294293    -7693.638393303518   1        0.05                
-9535.910734828283   3777.070753103188    1        0.05                
-1073.7298479138608  4108.623432333622    1        0.05                
-8383.54289203057    -10079.791453503773  1        0.05                
-7661.1040860792755  -8003.88856033742    1        0.05                
971.6644115852323    -3244.204557439735   1        0.05                
4315.842567867167    10372.65635993343    1        0.05                
-5585.6387863643395  -6708.753365393149   1        0.05                
-5467.197974153808   8583.18445833123     1        0.05                
7678.974663578808    -3957.142026693197   1        0.05                
-1394.306716035303   -8288.518540775442   1        0.05                
-9250.309787389118   529.8773742202244    1        0.05                
7948.695080844298    -11759.04928996092   1        0.05                
3352.7962897597777   873.1640727262267    1        0.05                
8400.878147552012    8363.734433503158    1        0.05                
-3874.004232389525   6690.170358503377    1        0.05                
-7484.094944174552   -10362.209071205214  1        0.05                
-2809.1809140948667  -3346.8995243763243  1        0.05                
7845.293998653349    -1732.3424573397904  1        0.05                
9062.98999830194     -4486.8688594467085  1        0.05                
-4240.542504548799   -5284.366901712239   1        0.05                
-10964.97352761534   8766.703939713474    1        0.05                
