trucks_count 4
drones_count 4
customers 100
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
14493.393340582452   -15390.300351359496  1        0.05                
10379.327749285228   -27575.107206874243  1        0.05                
-12875.475369459304  10968.730953193523   1        0.05                
14883.272721056377   -4236.093336032668   1        0.05                
-18950.158449011247  -20652.35565726273   1        0.05                
17082.23131772746    -22086.350961356577  1        0.05                
-28840.788565450068  2735.464351142189    1        0.05                
28283.632508061397   -31968.739576951033  1        0.05                
27841.702514975186   -12764.575663448139  1        0.05                
14375.831609611429   9902.73346849703     1        0.05                
25842.095518429196   15925.38473100709    1        0.05                
5159.22640247631     25691.885491455487   1        0.05                
7528.648123668534    20982.120103568534   1        0.05                
-20384.72296087544   25600.31073116756    1        0.05                
10917.767562763462   2623.679559868517    1        0.05                
-12967.372651534079  11018.019865716313   1        0.05                
-8644.460079759623   9562.150420004486    1        0.05                
14398.943597744783   -15184.59547771818   1        0.05                
31234.16420798611    12983.050321394663   1        0.05                
27790.84193129548    -16468.1767291251    1        0.05                
18237.227783273815   15281.67241268066    1        0.05                
-12148.288563058857  -2064.14404991043    1        0.05                
-15717.313944506914  -21603.024308530246  1        0.05                
-22591.355173165208  -13606.269032290089  1        0.05                
-4023.725104607729   9533.800308381322    1        0.05                
16010.643875007028   8454.96235267872     1        0.05                
-15925.777950239542  -29314.437999844587  1        0.05                
-10879.475451822369  7168.895925436163    1        0.05                
-20078.809708056597  11912.606913150039   1        0.05                
7039.101921853937    7837.621027584299    1        0.05                
19824.30470212069    3876.803522157676    1        0.05                
-20232.74464238166   -27962.272486562953  1        0.05                
24395.205920531578   -18863.27347327056   1        0.05                
-21830.32342419993   -21944.029320519337  1        0.05                
-24014.611997354084  -9867.569946372712   1        0.05                
6711.891027399073    -1241.8689713853153  1        0.05                
25323.952647432903   4958.1540163168265   1        0.05                
17837.946086664157   -19777.07660835349   1        0.05                
-18560.55821493092   10752.356643534573   1        0.05                
-15828.020030392967  -25037.756258228288  1        0.05                
-27509.523062106728  -15613.759470743411  1        0.05                
-10432.553805352702  -29104.795132831543  1        0.05                
25686.47357601907    -31159.47171469137   1        0.05                
-5746.795866674617   -25432.73781280321   1        0.05                
-131.63872048403522  3138.488242772729    1        0.05                
-24603.32794979041   21968.672723779357   1        0.05                
-31433.034061947666  7664.557170637266    1        0.05                
1772.8325562443251   -479.22635478714153  1        0.05                
8725.385279532202    -1714.259206603298   1        0.05                
10442.096946700389   10748.755528573254   1        0.05                
-24294.960621484384  -11191.231667089318  1        0.05                
-29336.189805577516  -19702.216335863824  1        0.05                
-9964.30661711459    -12623.033012012964  1        0.05                
-22359.18589918907   -28892.431072886302  1        0.05                
-4360.053899932515   -6484.569821105194   1        0.05                
27904.65085485327    2962.6295496115763   1        0.05                
-15963.904409732571  -16999.95213162453   1        0.05                
16727.601960470198   -20810.26091696083   1        0.05                
-15453.738500969299  12566.586695358588   1        0.05                
-947.6278791288281   22499.410037427744   1        0.05                
30981.277674692457   13206.9570576048     1        0.05                
-959.5941541265003   -7904.683358558599   1        0.05                
9499.226649472512    15618.088932551844   1        0.05                
21278.83438036312    -4171.909617946614   1        0.05                
16537.54919422998    22495.733908137936   1        0.05                
31549.049832643967   -6405.404874983339   1        0.05                
4977.589494357177    -18442.581429776823  1        0.05                
13021.311295164469   16077.924587894937   1        0.05                
23364.29908479266    7404.065279521023    1        0.05                
26712.364008885404   28446.4208132312     1        0.05                
-12726.019284677172  -13554.287321028825  1        0.05                
28015.68355808777    29689.759770964713   1        0.05                
-2028.4195840893901  -31713.950433637696  1        0.05                
-20309.465699563058  28759.59938032866    1        0.05                
-13483.591546400277  -5010.817517381514   1        0.05                
-19067.357971415713  5390.843274649857    1        0.05                
-11860.985762542532  31326.970315006558   1        0.05                
19495.476303191554   -20426.998309717303  1        0.05                
-14017.926679068023  31462.729478953624   1        0.05                
-97.86569989253054   7866.526304512566    1        0.05                
17478.82163012129    499.65784597367025   1        0.05                
8771.633602099111    5225.9663505916105   1        0.05                
29637.505139364883   -10210.639642297405  1        0.05                
21893.60817597108    15194.862643259949   1        0.05                
15571.36429517205    -19010.748168079866  1        0.05                
11865.989545578093   22464.195667569835   1        0.05                
15103.024767242658   16192.59543990268    1        0.05                
14984.496658426533   27219.709640193607   1        0.05                
28980.82198114649    -18055.637566979993  1        0.05                
-10339.49361566408   22445.552197446952   1        0.05                
-23288.475223652422  16015.877832988846   1        0.05                
22846.91615333845    -17939.681474619625  1        0.05                
-27145.418672446365  11334.22183621359    1        0.05                
-23547.809664263958  -16145.044586346632  1        0.05                
-10382.029580957415  -9390.62677044187    1        0.05                
-734.2101190241682   27933.02603906149    1        0.05                
-14729.247087674692  -13010.958933434775  1        0.05                
-1415.628457564357   28677.565540534015   1        0.05                
-15359.168083306542  13372.5809735019     1        0.05                
-20136.01741608124   23747.04401895538    1        0.05                
