trucks_count 10
drones_count 4
customers 200
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
5443.686084674091    1997.4676547089803   1        0.05                
-7715.356865421392   -2895.748744978011   1        0.05                
-11395.636115978476  4515.655830967252    1        0.05                
-8657.145256064836   29.28726486405508    1        0.05                
11684.17817461588    -10796.018303351284  1        0.05                
10825.896520442942   9292.123303534678    1        0.05                
-3736.2110102341094  -4104.693064835827   1        0.05                
-8045.3049416424865  385.82735187238967   1        0.05                
6032.343148011647    -6507.721718241912   1        0.05                
-9318.68231477932    -10481.49150770397   1        0.05                
-10631.330788408408  -5365.142012822606   1        0.05                
-10116.906671890622  4740.165938043228    1        0.05                
6395.043758323939    8442.842754380756    1        0.05                
3143.7555166928646   -7681.907352201393   1        0.05                
-5017.523428506665   9084.153467528762    1        0.05                
-1648.7807263465645  -3959.809721426545   1        0.05                
-4986.14122637917    7394.087115335126    1        0.05                
-3857.925619671639   11694.331815791948   1        0.05                
-5985.35435455322    4983.6741273104435   1        0.05                
4193.289466001373    11314.17061188593    1        0.05                
11705.418695579327   2552.890186821774    1        0.05                
9620.326710828245    10172.65702852499    1        0.05                
9038.799981145561    -1242.0854474480525  1        0.05                
-7765.841446764674   7259.249003567478    1        0.05                
9943.532273547344    -5562.865220486898   1        0.05                
-134.80463545590462  -1885.7494922080725  1        0.05                
9268.134436755783    -1104.5103086597724  1        0.05                
-4965.071173093009   -613.0220825426676   1        0.05                
-5203.46499938792    -7298.538893346499   1        0.05                
9056.580157165712    6379.347368460626    1        0.05                
6860.41635415829     607.3298041182082    1        0.05                
11093.557013426247   3992.7872548786054   1        0.05                
-3873.0894369745633  -284.4963247627421   1        0.05                
-7953.224758568048   -11449.694479643244  1        0.05                
-5479.698066224413   -2447.279220427724   1        0.05                
-3308.198796090478   -11859.262835860382  1        0.05                
9824.056789650764    -6895.143129847768   1        0.05                
-11637.206811874074  2746.762149779763    1        0.05                
2010.7943216178337   -1436.8874860181975  1        0.05                
-8261.080027012149   8714.757879312623    1        0.05                
-8439.240121546749   -8254.672387434573   1        0.05                
-282.4058483693378   9178.478399374495    1        0.05                
-6037.98705896704    -10986.701948096197  1        0.05                
5439.635233238874    -2617.219994404234   1        0.05                
11704.095281310116   19.114552975849655   1        0.05                
-4516.974664066741   -4429.407933499635   1        0.05                
7289.90741440714     -6249.0053248593995  1        0.05                
11818.686559145626   169.10859650471204   1        0.05                
4086.9975852972934   11384.116856524148   1        0.05                
9914.227343771621    8008.477061090518    1        0.05                
9211.480571270908    -11886.842448375288  1        0.05                
-5248.431113037098   -9480.792682068888   1        0.05                
-10243.662228271272  10905.969163253141   1        0.05                
5233.347588781927    2711.64908342643     1        0.05                
-5130.0381981817045  7061.336771452372    1        0.05                
6291.221324394001    -7868.232157103655   1        0.05                
-8857.695204641197   -11177.114938524106  1        0.05                
-4554.159409211349   -10530.15798171691   1        0.05                
-1322.2402155116274  5843.125503968647    1        0.05                
8959.141134757074    -7455.367789096525   1        0.05                
10821.58029679999    1353.5452972289888   1        0.05                
8436.556772961043    -3991.8701704431996  1        0.05                
7307.13275328812     -8806.867378849605   1        0.05                
-3125.794046769425   -2493.126776343847   1        0.05                
-9616.26344404563    1136.197734281114    1        0.05                
-5023.661857887888   10192.135214382954   1        0.05                
3660.0777794613064   620.6850031752017    1        0.05                
-2593.4359446803683  -3194.467158594443   1        0.05                
2872.541823197797    4592.720251644738    1        0.05                
10531.283190296905   8704.046635467781    1        0.05                
9046.573276301702    -9865.343531413368   1        0.05                
-10433.168581464157  -1541.962103768567   1        0.05                
-9192.383914093823   4783.736111075959    1        0.05                
6020.276521254803    11839.044630925      1        0.05                
-9199.713006792237   4577.904228346936    1        0.05                
-7397.724242851258   -1500.565834332391   1        0.05                
3322.7520544359      3927.2522620774353   1        0.05                
-12064.171942132456  7511.0918260129765   1        0.05                
9504.228959404121    -9142.928035513878   1        0.05                
-1092.1704915507898  -5004.862596454827   1        0.05                
3024.744784864374    8669.787598874582    1        0.05                
4674.618413326918    -2060.226338757503   1        0.05                
-9747.72288876717    -9657.358128495884   1        0.05                
4723.610151800954    10068.978414583149   1        0.05                
2987.7668809010524   180.06847149181522   1        0.05                
-4712.00867469676    -12033.015379032873  1        0.05                
